,geometry
1443,"POLYGON ((261.125 46.625, 261.125 46.875, 260.875 46.875, 260.875 46.625, 261.125 46.625))"
1444,"POLYGON ((171.125 46.875, 171.125 47.125, 170.875 47.125, 170.875 46.875, 171.125 46.875))"
1445,"POLYGON ((171.375 46.875, 171.375 47.125, 171.125 47.125, 171.125 46.875, 171.375 46.875))"
1446,"POLYGON ((171.625 46.875, 171.625 47.125, 171.375 47.125, 171.375 46.875, 171.625 46.875))"
1447,"POLYGON ((171.875 46.875, 171.875 47.125, 171.625 47.125, 171.625 46.875, 171.875 46.875))"
1448,"POLYGON ((172.125 46.875, 172.125 47.125, 171.875 47.125, 171.875 46.875, 172.125 46.875))"
1449,"POLYGON ((172.375 46.875, 172.375 47.125, 172.125 47.125, 172.125 46.875, 172.375 46.875))"
1450,"POLYGON ((172.625 46.875, 172.625 47.125, 172.375 47.125, 172.375 46.875, 172.625 46.875))"
1451,"POLYGON ((172.875 46.875, 172.875 47.125, 172.625 47.125, 172.625 46.875, 172.875 46.875))"
1452,"POLYGON ((173.125 46.875, 173.125 47.125, 172.875 47.125, 172.875 46.875, 173.125 46.875))"
1453,"POLYGON ((173.375 46.875, 173.375 47.125, 173.125 47.125, 173.125 46.875, 173.375 46.875))"
1454,"POLYGON ((173.625 46.875, 173.625 47.125, 173.375 47.125, 173.375 46.875, 173.625 46.875))"
1455,"POLYGON ((173.875 46.875, 173.875 47.125, 173.625 47.125, 173.625 46.875, 173.875 46.875))"
1456,"POLYGON ((174.125 46.875, 174.125 47.125, 173.875 47.125, 173.875 46.875, 174.125 46.875))"
1457,"POLYGON ((174.375 46.875, 174.375 47.125, 174.125 47.125, 174.125 46.875, 174.375 46.875))"
1458,"POLYGON ((174.625 46.875, 174.625 47.125, 174.375 47.125, 174.375 46.875, 174.625 46.875))"
1459,"POLYGON ((174.875 46.875, 174.875 47.125, 174.625 47.125, 174.625 46.875, 174.875 46.875))"
1460,"POLYGON ((175.125 46.875, 175.125 47.125, 174.875 47.125, 174.875 46.875, 175.125 46.875))"
1461,"POLYGON ((175.375 46.875, 175.375 47.125, 175.125 47.125, 175.125 46.875, 175.375 46.875))"
1462,"POLYGON ((175.625 46.875, 175.625 47.125, 175.375 47.125, 175.375 46.875, 175.625 46.875))"
1463,"POLYGON ((175.875 46.875, 175.875 47.125, 175.625 47.125, 175.625 46.875, 175.875 46.875))"
1464,"POLYGON ((176.125 46.875, 176.125 47.125, 175.875 47.125, 175.875 46.875, 176.125 46.875))"
1465,"POLYGON ((176.375 46.875, 176.375 47.125, 176.125 47.125, 176.125 46.875, 176.375 46.875))"
1466,"POLYGON ((176.625 46.875, 176.625 47.125, 176.375 47.125, 176.375 46.875, 176.625 46.875))"
1467,"POLYGON ((176.875 46.875, 176.875 47.125, 176.625 47.125, 176.625 46.875, 176.875 46.875))"
1468,"POLYGON ((177.125 46.875, 177.125 47.125, 176.875 47.125, 176.875 46.875, 177.125 46.875))"
1469,"POLYGON ((177.375 46.875, 177.375 47.125, 177.125 47.125, 177.125 46.875, 177.375 46.875))"
1470,"POLYGON ((177.625 46.875, 177.625 47.125, 177.375 47.125, 177.375 46.875, 177.625 46.875))"
1471,"POLYGON ((177.875 46.875, 177.875 47.125, 177.625 47.125, 177.625 46.875, 177.875 46.875))"
1472,"POLYGON ((178.125 46.875, 178.125 47.125, 177.875 47.125, 177.875 46.875, 178.125 46.875))"
1473,"POLYGON ((178.375 46.875, 178.375 47.125, 178.125 47.125, 178.125 46.875, 178.375 46.875))"
1474,"POLYGON ((178.625 46.875, 178.625 47.125, 178.375 47.125, 178.375 46.875, 178.625 46.875))"
1475,"POLYGON ((178.875 46.875, 178.875 47.125, 178.625 47.125, 178.625 46.875, 178.875 46.875))"
1476,"POLYGON ((179.125 46.875, 179.125 47.125, 178.875 47.125, 178.875 46.875, 179.125 46.875))"
1477,"POLYGON ((179.375 46.875, 179.375 47.125, 179.125 47.125, 179.125 46.875, 179.375 46.875))"
1478,"POLYGON ((179.625 46.875, 179.625 47.125, 179.375 47.125, 179.375 46.875, 179.625 46.875))"
1479,"POLYGON ((179.875 46.875, 179.875 47.125, 179.625 47.125, 179.625 46.875, 179.875 46.875))"
1480,"POLYGON ((180.125 46.875, 180.125 47.125, 179.875 47.125, 179.875 46.875, 180.125 46.875))"
1481,"POLYGON ((180.375 46.875, 180.375 47.125, 180.125 47.125, 180.125 46.875, 180.375 46.875))"
1482,"POLYGON ((180.625 46.875, 180.625 47.125, 180.375 47.125, 180.375 46.875, 180.625 46.875))"
1483,"POLYGON ((180.875 46.875, 180.875 47.125, 180.625 47.125, 180.625 46.875, 180.875 46.875))"
1484,"POLYGON ((181.125 46.875, 181.125 47.125, 180.875 47.125, 180.875 46.875, 181.125 46.875))"
1485,"POLYGON ((181.375 46.875, 181.375 47.125, 181.125 47.125, 181.125 46.875, 181.375 46.875))"
1486,"POLYGON ((181.625 46.875, 181.625 47.125, 181.375 47.125, 181.375 46.875, 181.625 46.875))"
1487,"POLYGON ((181.875 46.875, 181.875 47.125, 181.625 47.125, 181.625 46.875, 181.875 46.875))"
1488,"POLYGON ((182.125 46.875, 182.125 47.125, 181.875 47.125, 181.875 46.875, 182.125 46.875))"
1489,"POLYGON ((182.375 46.875, 182.375 47.125, 182.125 47.125, 182.125 46.875, 182.375 46.875))"
1490,"POLYGON ((182.625 46.875, 182.625 47.125, 182.375 47.125, 182.375 46.875, 182.625 46.875))"
1491,"POLYGON ((182.875 46.875, 182.875 47.125, 182.625 47.125, 182.625 46.875, 182.875 46.875))"
1492,"POLYGON ((183.125 46.875, 183.125 47.125, 182.875 47.125, 182.875 46.875, 183.125 46.875))"
1493,"POLYGON ((183.375 46.875, 183.375 47.125, 183.125 47.125, 183.125 46.875, 183.375 46.875))"
1494,"POLYGON ((183.625 46.875, 183.625 47.125, 183.375 47.125, 183.375 46.875, 183.625 46.875))"
1495,"POLYGON ((183.875 46.875, 183.875 47.125, 183.625 47.125, 183.625 46.875, 183.875 46.875))"
1496,"POLYGON ((184.125 46.875, 184.125 47.125, 183.875 47.125, 183.875 46.875, 184.125 46.875))"
1497,"POLYGON ((184.375 46.875, 184.375 47.125, 184.125 47.125, 184.125 46.875, 184.375 46.875))"
1498,"POLYGON ((184.625 46.875, 184.625 47.125, 184.375 47.125, 184.375 46.875, 184.625 46.875))"
1499,"POLYGON ((184.875 46.875, 184.875 47.125, 184.625 47.125, 184.625 46.875, 184.875 46.875))"
1500,"POLYGON ((185.125 46.875, 185.125 47.125, 184.875 47.125, 184.875 46.875, 185.125 46.875))"
1501,"POLYGON ((185.375 46.875, 185.375 47.125, 185.125 47.125, 185.125 46.875, 185.375 46.875))"
1502,"POLYGON ((185.625 46.875, 185.625 47.125, 185.375 47.125, 185.375 46.875, 185.625 46.875))"
1503,"POLYGON ((185.875 46.875, 185.875 47.125, 185.625 47.125, 185.625 46.875, 185.875 46.875))"
1504,"POLYGON ((186.125 46.875, 186.125 47.125, 185.875 47.125, 185.875 46.875, 186.125 46.875))"
1505,"POLYGON ((186.375 46.875, 186.375 47.125, 186.125 47.125, 186.125 46.875, 186.375 46.875))"
1506,"POLYGON ((186.625 46.875, 186.625 47.125, 186.375 47.125, 186.375 46.875, 186.625 46.875))"
1507,"POLYGON ((186.875 46.875, 186.875 47.125, 186.625 47.125, 186.625 46.875, 186.875 46.875))"
1508,"POLYGON ((187.125 46.875, 187.125 47.125, 186.875 47.125, 186.875 46.875, 187.125 46.875))"
1509,"POLYGON ((187.375 46.875, 187.375 47.125, 187.125 47.125, 187.125 46.875, 187.375 46.875))"
1510,"POLYGON ((187.625 46.875, 187.625 47.125, 187.375 47.125, 187.375 46.875, 187.625 46.875))"
1511,"POLYGON ((187.875 46.875, 187.875 47.125, 187.625 47.125, 187.625 46.875, 187.875 46.875))"
1512,"POLYGON ((188.125 46.875, 188.125 47.125, 187.875 47.125, 187.875 46.875, 188.125 46.875))"
1513,"POLYGON ((188.375 46.875, 188.375 47.125, 188.125 47.125, 188.125 46.875, 188.375 46.875))"
1514,"POLYGON ((188.625 46.875, 188.625 47.125, 188.375 47.125, 188.375 46.875, 188.625 46.875))"
1515,"POLYGON ((188.875 46.875, 188.875 47.125, 188.625 47.125, 188.625 46.875, 188.875 46.875))"
1516,"POLYGON ((189.125 46.875, 189.125 47.125, 188.875 47.125, 188.875 46.875, 189.125 46.875))"
1517,"POLYGON ((189.375 46.875, 189.375 47.125, 189.125 47.125, 189.125 46.875, 189.375 46.875))"
1518,"POLYGON ((189.625 46.875, 189.625 47.125, 189.375 47.125, 189.375 46.875, 189.625 46.875))"
1519,"POLYGON ((189.875 46.875, 189.875 47.125, 189.625 47.125, 189.625 46.875, 189.875 46.875))"
1520,"POLYGON ((190.125 46.875, 190.125 47.125, 189.875 47.125, 189.875 46.875, 190.125 46.875))"
1521,"POLYGON ((190.375 46.875, 190.375 47.125, 190.125 47.125, 190.125 46.875, 190.375 46.875))"
1522,"POLYGON ((190.625 46.875, 190.625 47.125, 190.375 47.125, 190.375 46.875, 190.625 46.875))"
1523,"POLYGON ((190.875 46.875, 190.875 47.125, 190.625 47.125, 190.625 46.875, 190.875 46.875))"
1524,"POLYGON ((191.125 46.875, 191.125 47.125, 190.875 47.125, 190.875 46.875, 191.125 46.875))"
1525,"POLYGON ((191.375 46.875, 191.375 47.125, 191.125 47.125, 191.125 46.875, 191.375 46.875))"
1526,"POLYGON ((191.625 46.875, 191.625 47.125, 191.375 47.125, 191.375 46.875, 191.625 46.875))"
1527,"POLYGON ((191.875 46.875, 191.875 47.125, 191.625 47.125, 191.625 46.875, 191.875 46.875))"
1528,"POLYGON ((192.125 46.875, 192.125 47.125, 191.875 47.125, 191.875 46.875, 192.125 46.875))"
1529,"POLYGON ((192.375 46.875, 192.375 47.125, 192.125 47.125, 192.125 46.875, 192.375 46.875))"
1530,"POLYGON ((192.625 46.875, 192.625 47.125, 192.375 47.125, 192.375 46.875, 192.625 46.875))"
1531,"POLYGON ((192.875 46.875, 192.875 47.125, 192.625 47.125, 192.625 46.875, 192.875 46.875))"
1532,"POLYGON ((193.125 46.875, 193.125 47.125, 192.875 47.125, 192.875 46.875, 193.125 46.875))"
1533,"POLYGON ((193.375 46.875, 193.375 47.125, 193.125 47.125, 193.125 46.875, 193.375 46.875))"
1534,"POLYGON ((193.625 46.875, 193.625 47.125, 193.375 47.125, 193.375 46.875, 193.625 46.875))"
1535,"POLYGON ((193.875 46.875, 193.875 47.125, 193.625 47.125, 193.625 46.875, 193.875 46.875))"
1536,"POLYGON ((194.125 46.875, 194.125 47.125, 193.875 47.125, 193.875 46.875, 194.125 46.875))"
1537,"POLYGON ((194.375 46.875, 194.375 47.125, 194.125 47.125, 194.125 46.875, 194.375 46.875))"
1538,"POLYGON ((194.625 46.875, 194.625 47.125, 194.375 47.125, 194.375 46.875, 194.625 46.875))"
1539,"POLYGON ((194.875 46.875, 194.875 47.125, 194.625 47.125, 194.625 46.875, 194.875 46.875))"
1540,"POLYGON ((195.125 46.875, 195.125 47.125, 194.875 47.125, 194.875 46.875, 195.125 46.875))"
1541,"POLYGON ((195.375 46.875, 195.375 47.125, 195.125 47.125, 195.125 46.875, 195.375 46.875))"
1542,"POLYGON ((195.625 46.875, 195.625 47.125, 195.375 47.125, 195.375 46.875, 195.625 46.875))"
1543,"POLYGON ((195.875 46.875, 195.875 47.125, 195.625 47.125, 195.625 46.875, 195.875 46.875))"
1544,"POLYGON ((196.125 46.875, 196.125 47.125, 195.875 47.125, 195.875 46.875, 196.125 46.875))"
1545,"POLYGON ((196.375 46.875, 196.375 47.125, 196.125 47.125, 196.125 46.875, 196.375 46.875))"
1546,"POLYGON ((196.625 46.875, 196.625 47.125, 196.375 47.125, 196.375 46.875, 196.625 46.875))"
1547,"POLYGON ((196.875 46.875, 196.875 47.125, 196.625 47.125, 196.625 46.875, 196.875 46.875))"
1548,"POLYGON ((197.125 46.875, 197.125 47.125, 196.875 47.125, 196.875 46.875, 197.125 46.875))"
1549,"POLYGON ((197.375 46.875, 197.375 47.125, 197.125 47.125, 197.125 46.875, 197.375 46.875))"
1550,"POLYGON ((197.625 46.875, 197.625 47.125, 197.375 47.125, 197.375 46.875, 197.625 46.875))"
1551,"POLYGON ((197.875 46.875, 197.875 47.125, 197.625 47.125, 197.625 46.875, 197.875 46.875))"
1552,"POLYGON ((198.125 46.875, 198.125 47.125, 197.875 47.125, 197.875 46.875, 198.125 46.875))"
1553,"POLYGON ((198.375 46.875, 198.375 47.125, 198.125 47.125, 198.125 46.875, 198.375 46.875))"
1554,"POLYGON ((198.625 46.875, 198.625 47.125, 198.375 47.125, 198.375 46.875, 198.625 46.875))"
1555,"POLYGON ((198.875 46.875, 198.875 47.125, 198.625 47.125, 198.625 46.875, 198.875 46.875))"
1556,"POLYGON ((199.125 46.875, 199.125 47.125, 198.875 47.125, 198.875 46.875, 199.125 46.875))"
1557,"POLYGON ((199.375 46.875, 199.375 47.125, 199.125 47.125, 199.125 46.875, 199.375 46.875))"
1558,"POLYGON ((199.625 46.875, 199.625 47.125, 199.375 47.125, 199.375 46.875, 199.625 46.875))"
1559,"POLYGON ((199.875 46.875, 199.875 47.125, 199.625 47.125, 199.625 46.875, 199.875 46.875))"
1560,"POLYGON ((200.125 46.875, 200.125 47.125, 199.875 47.125, 199.875 46.875, 200.125 46.875))"
1561,"POLYGON ((200.375 46.875, 200.375 47.125, 200.125 47.125, 200.125 46.875, 200.375 46.875))"
1562,"POLYGON ((200.625 46.875, 200.625 47.125, 200.375 47.125, 200.375 46.875, 200.625 46.875))"
1563,"POLYGON ((200.875 46.875, 200.875 47.125, 200.625 47.125, 200.625 46.875, 200.875 46.875))"
1564,"POLYGON ((201.125 46.875, 201.125 47.125, 200.875 47.125, 200.875 46.875, 201.125 46.875))"
1565,"POLYGON ((201.375 46.875, 201.375 47.125, 201.125 47.125, 201.125 46.875, 201.375 46.875))"
1566,"POLYGON ((201.625 46.875, 201.625 47.125, 201.375 47.125, 201.375 46.875, 201.625 46.875))"
1567,"POLYGON ((201.875 46.875, 201.875 47.125, 201.625 47.125, 201.625 46.875, 201.875 46.875))"
1568,"POLYGON ((202.125 46.875, 202.125 47.125, 201.875 47.125, 201.875 46.875, 202.125 46.875))"
1569,"POLYGON ((202.375 46.875, 202.375 47.125, 202.125 47.125, 202.125 46.875, 202.375 46.875))"
1570,"POLYGON ((202.625 46.875, 202.625 47.125, 202.375 47.125, 202.375 46.875, 202.625 46.875))"
1571,"POLYGON ((202.875 46.875, 202.875 47.125, 202.625 47.125, 202.625 46.875, 202.875 46.875))"
1572,"POLYGON ((203.125 46.875, 203.125 47.125, 202.875 47.125, 202.875 46.875, 203.125 46.875))"
1573,"POLYGON ((203.375 46.875, 203.375 47.125, 203.125 47.125, 203.125 46.875, 203.375 46.875))"
1574,"POLYGON ((203.625 46.875, 203.625 47.125, 203.375 47.125, 203.375 46.875, 203.625 46.875))"
1575,"POLYGON ((203.875 46.875, 203.875 47.125, 203.625 47.125, 203.625 46.875, 203.875 46.875))"
1576,"POLYGON ((204.125 46.875, 204.125 47.125, 203.875 47.125, 203.875 46.875, 204.125 46.875))"
1577,"POLYGON ((204.375 46.875, 204.375 47.125, 204.125 47.125, 204.125 46.875, 204.375 46.875))"
1578,"POLYGON ((204.625 46.875, 204.625 47.125, 204.375 47.125, 204.375 46.875, 204.625 46.875))"
1579,"POLYGON ((204.875 46.875, 204.875 47.125, 204.625 47.125, 204.625 46.875, 204.875 46.875))"
1580,"POLYGON ((205.125 46.875, 205.125 47.125, 204.875 47.125, 204.875 46.875, 205.125 46.875))"
1581,"POLYGON ((205.375 46.875, 205.375 47.125, 205.125 47.125, 205.125 46.875, 205.375 46.875))"
1582,"POLYGON ((205.625 46.875, 205.625 47.125, 205.375 47.125, 205.375 46.875, 205.625 46.875))"
1583,"POLYGON ((205.875 46.875, 205.875 47.125, 205.625 47.125, 205.625 46.875, 205.875 46.875))"
1584,"POLYGON ((206.125 46.875, 206.125 47.125, 205.875 47.125, 205.875 46.875, 206.125 46.875))"
1585,"POLYGON ((206.375 46.875, 206.375 47.125, 206.125 47.125, 206.125 46.875, 206.375 46.875))"
1586,"POLYGON ((206.625 46.875, 206.625 47.125, 206.375 47.125, 206.375 46.875, 206.625 46.875))"
1587,"POLYGON ((206.875 46.875, 206.875 47.125, 206.625 47.125, 206.625 46.875, 206.875 46.875))"
1588,"POLYGON ((207.125 46.875, 207.125 47.125, 206.875 47.125, 206.875 46.875, 207.125 46.875))"
1589,"POLYGON ((207.375 46.875, 207.375 47.125, 207.125 47.125, 207.125 46.875, 207.375 46.875))"
1590,"POLYGON ((207.625 46.875, 207.625 47.125, 207.375 47.125, 207.375 46.875, 207.625 46.875))"
1591,"POLYGON ((207.875 46.875, 207.875 47.125, 207.625 47.125, 207.625 46.875, 207.875 46.875))"
1592,"POLYGON ((208.125 46.875, 208.125 47.125, 207.875 47.125, 207.875 46.875, 208.125 46.875))"
1593,"POLYGON ((208.375 46.875, 208.375 47.125, 208.125 47.125, 208.125 46.875, 208.375 46.875))"
1594,"POLYGON ((208.625 46.875, 208.625 47.125, 208.375 47.125, 208.375 46.875, 208.625 46.875))"
1595,"POLYGON ((208.875 46.875, 208.875 47.125, 208.625 47.125, 208.625 46.875, 208.875 46.875))"
1596,"POLYGON ((209.125 46.875, 209.125 47.125, 208.875 47.125, 208.875 46.875, 209.125 46.875))"
1597,"POLYGON ((209.375 46.875, 209.375 47.125, 209.125 47.125, 209.125 46.875, 209.375 46.875))"
1598,"POLYGON ((209.625 46.875, 209.625 47.125, 209.375 47.125, 209.375 46.875, 209.625 46.875))"
1599,"POLYGON ((209.875 46.875, 209.875 47.125, 209.625 47.125, 209.625 46.875, 209.875 46.875))"
1600,"POLYGON ((210.125 46.875, 210.125 47.125, 209.875 47.125, 209.875 46.875, 210.125 46.875))"
1601,"POLYGON ((210.375 46.875, 210.375 47.125, 210.125 47.125, 210.125 46.875, 210.375 46.875))"
1602,"POLYGON ((210.625 46.875, 210.625 47.125, 210.375 47.125, 210.375 46.875, 210.625 46.875))"
1603,"POLYGON ((210.875 46.875, 210.875 47.125, 210.625 47.125, 210.625 46.875, 210.875 46.875))"
1604,"POLYGON ((211.125 46.875, 211.125 47.125, 210.875 47.125, 210.875 46.875, 211.125 46.875))"
1605,"POLYGON ((211.375 46.875, 211.375 47.125, 211.125 47.125, 211.125 46.875, 211.375 46.875))"
1606,"POLYGON ((211.625 46.875, 211.625 47.125, 211.375 47.125, 211.375 46.875, 211.625 46.875))"
1607,"POLYGON ((211.875 46.875, 211.875 47.125, 211.625 47.125, 211.625 46.875, 211.875 46.875))"
1608,"POLYGON ((212.125 46.875, 212.125 47.125, 211.875 47.125, 211.875 46.875, 212.125 46.875))"
1609,"POLYGON ((212.375 46.875, 212.375 47.125, 212.125 47.125, 212.125 46.875, 212.375 46.875))"
1610,"POLYGON ((212.625 46.875, 212.625 47.125, 212.375 47.125, 212.375 46.875, 212.625 46.875))"
1611,"POLYGON ((212.875 46.875, 212.875 47.125, 212.625 47.125, 212.625 46.875, 212.875 46.875))"
1612,"POLYGON ((213.125 46.875, 213.125 47.125, 212.875 47.125, 212.875 46.875, 213.125 46.875))"
1613,"POLYGON ((213.375 46.875, 213.375 47.125, 213.125 47.125, 213.125 46.875, 213.375 46.875))"
1614,"POLYGON ((213.625 46.875, 213.625 47.125, 213.375 47.125, 213.375 46.875, 213.625 46.875))"
1615,"POLYGON ((213.875 46.875, 213.875 47.125, 213.625 47.125, 213.625 46.875, 213.875 46.875))"
1616,"POLYGON ((214.125 46.875, 214.125 47.125, 213.875 47.125, 213.875 46.875, 214.125 46.875))"
1617,"POLYGON ((214.375 46.875, 214.375 47.125, 214.125 47.125, 214.125 46.875, 214.375 46.875))"
1618,"POLYGON ((214.625 46.875, 214.625 47.125, 214.375 47.125, 214.375 46.875, 214.625 46.875))"
1619,"POLYGON ((214.875 46.875, 214.875 47.125, 214.625 47.125, 214.625 46.875, 214.875 46.875))"
1620,"POLYGON ((215.125 46.875, 215.125 47.125, 214.875 47.125, 214.875 46.875, 215.125 46.875))"
1621,"POLYGON ((215.375 46.875, 215.375 47.125, 215.125 47.125, 215.125 46.875, 215.375 46.875))"
1622,"POLYGON ((215.625 46.875, 215.625 47.125, 215.375 47.125, 215.375 46.875, 215.625 46.875))"
1623,"POLYGON ((215.875 46.875, 215.875 47.125, 215.625 47.125, 215.625 46.875, 215.875 46.875))"
1624,"POLYGON ((216.125 46.875, 216.125 47.125, 215.875 47.125, 215.875 46.875, 216.125 46.875))"
1625,"POLYGON ((216.375 46.875, 216.375 47.125, 216.125 47.125, 216.125 46.875, 216.375 46.875))"
1626,"POLYGON ((216.625 46.875, 216.625 47.125, 216.375 47.125, 216.375 46.875, 216.625 46.875))"
1627,"POLYGON ((216.875 46.875, 216.875 47.125, 216.625 47.125, 216.625 46.875, 216.875 46.875))"
1628,"POLYGON ((217.125 46.875, 217.125 47.125, 216.875 47.125, 216.875 46.875, 217.125 46.875))"
1629,"POLYGON ((217.375 46.875, 217.375 47.125, 217.125 47.125, 217.125 46.875, 217.375 46.875))"
1630,"POLYGON ((217.625 46.875, 217.625 47.125, 217.375 47.125, 217.375 46.875, 217.625 46.875))"
1631,"POLYGON ((217.875 46.875, 217.875 47.125, 217.625 47.125, 217.625 46.875, 217.875 46.875))"
1632,"POLYGON ((218.125 46.875, 218.125 47.125, 217.875 47.125, 217.875 46.875, 218.125 46.875))"
1633,"POLYGON ((218.375 46.875, 218.375 47.125, 218.125 47.125, 218.125 46.875, 218.375 46.875))"
1634,"POLYGON ((218.625 46.875, 218.625 47.125, 218.375 47.125, 218.375 46.875, 218.625 46.875))"
1635,"POLYGON ((218.875 46.875, 218.875 47.125, 218.625 47.125, 218.625 46.875, 218.875 46.875))"
1636,"POLYGON ((219.125 46.875, 219.125 47.125, 218.875 47.125, 218.875 46.875, 219.125 46.875))"
1637,"POLYGON ((219.375 46.875, 219.375 47.125, 219.125 47.125, 219.125 46.875, 219.375 46.875))"
1638,"POLYGON ((219.625 46.875, 219.625 47.125, 219.375 47.125, 219.375 46.875, 219.625 46.875))"
1639,"POLYGON ((219.875 46.875, 219.875 47.125, 219.625 47.125, 219.625 46.875, 219.875 46.875))"
1640,"POLYGON ((220.125 46.875, 220.125 47.125, 219.875 47.125, 219.875 46.875, 220.125 46.875))"
1641,"POLYGON ((220.375 46.875, 220.375 47.125, 220.125 47.125, 220.125 46.875, 220.375 46.875))"
1642,"POLYGON ((220.625 46.875, 220.625 47.125, 220.375 47.125, 220.375 46.875, 220.625 46.875))"
1643,"POLYGON ((220.875 46.875, 220.875 47.125, 220.625 47.125, 220.625 46.875, 220.875 46.875))"
1644,"POLYGON ((221.125 46.875, 221.125 47.125, 220.875 47.125, 220.875 46.875, 221.125 46.875))"
1645,"POLYGON ((221.375 46.875, 221.375 47.125, 221.125 47.125, 221.125 46.875, 221.375 46.875))"
1646,"POLYGON ((221.625 46.875, 221.625 47.125, 221.375 47.125, 221.375 46.875, 221.625 46.875))"
1647,"POLYGON ((221.875 46.875, 221.875 47.125, 221.625 47.125, 221.625 46.875, 221.875 46.875))"
1648,"POLYGON ((222.125 46.875, 222.125 47.125, 221.875 47.125, 221.875 46.875, 222.125 46.875))"
1649,"POLYGON ((222.375 46.875, 222.375 47.125, 222.125 47.125, 222.125 46.875, 222.375 46.875))"
1650,"POLYGON ((222.625 46.875, 222.625 47.125, 222.375 47.125, 222.375 46.875, 222.625 46.875))"
1651,"POLYGON ((222.875 46.875, 222.875 47.125, 222.625 47.125, 222.625 46.875, 222.875 46.875))"
1652,"POLYGON ((223.125 46.875, 223.125 47.125, 222.875 47.125, 222.875 46.875, 223.125 46.875))"
1653,"POLYGON ((223.375 46.875, 223.375 47.125, 223.125 47.125, 223.125 46.875, 223.375 46.875))"
1654,"POLYGON ((223.625 46.875, 223.625 47.125, 223.375 47.125, 223.375 46.875, 223.625 46.875))"
1655,"POLYGON ((223.875 46.875, 223.875 47.125, 223.625 47.125, 223.625 46.875, 223.875 46.875))"
1656,"POLYGON ((224.125 46.875, 224.125 47.125, 223.875 47.125, 223.875 46.875, 224.125 46.875))"
1657,"POLYGON ((224.375 46.875, 224.375 47.125, 224.125 47.125, 224.125 46.875, 224.375 46.875))"
