,geometry
14377,"POLYGON ((245.625 55.625, 245.625 55.875, 245.375 55.875, 245.375 55.625, 245.625 55.625))"
14378,"POLYGON ((245.875 55.625, 245.875 55.875, 245.625 55.875, 245.625 55.625, 245.875 55.625))"
14379,"POLYGON ((246.125 55.625, 246.125 55.875, 245.875 55.875, 245.875 55.625, 246.125 55.625))"
14380,"POLYGON ((246.375 55.625, 246.375 55.875, 246.125 55.875, 246.125 55.625, 246.375 55.625))"
14381,"POLYGON ((246.625 55.625, 246.625 55.875, 246.375 55.875, 246.375 55.625, 246.625 55.625))"
14382,"POLYGON ((246.875 55.625, 246.875 55.875, 246.625 55.875, 246.625 55.625, 246.875 55.625))"
14383,"POLYGON ((247.125 55.625, 247.125 55.875, 246.875 55.875, 246.875 55.625, 247.125 55.625))"
14384,"POLYGON ((247.375 55.625, 247.375 55.875, 247.125 55.875, 247.125 55.625, 247.375 55.625))"
14385,"POLYGON ((247.625 55.625, 247.625 55.875, 247.375 55.875, 247.375 55.625, 247.625 55.625))"
14386,"POLYGON ((247.875 55.625, 247.875 55.875, 247.625 55.875, 247.625 55.625, 247.875 55.625))"
14387,"POLYGON ((248.125 55.625, 248.125 55.875, 247.875 55.875, 247.875 55.625, 248.125 55.625))"
14388,"POLYGON ((248.375 55.625, 248.375 55.875, 248.125 55.875, 248.125 55.625, 248.375 55.625))"
14389,"POLYGON ((248.625 55.625, 248.625 55.875, 248.375 55.875, 248.375 55.625, 248.625 55.625))"
14390,"POLYGON ((248.875 55.625, 248.875 55.875, 248.625 55.875, 248.625 55.625, 248.875 55.625))"
14391,"POLYGON ((249.125 55.625, 249.125 55.875, 248.875 55.875, 248.875 55.625, 249.125 55.625))"
14392,"POLYGON ((249.375 55.625, 249.375 55.875, 249.125 55.875, 249.125 55.625, 249.375 55.625))"
14393,"POLYGON ((249.625 55.625, 249.625 55.875, 249.375 55.875, 249.375 55.625, 249.625 55.625))"
14394,"POLYGON ((249.875 55.625, 249.875 55.875, 249.625 55.875, 249.625 55.625, 249.875 55.625))"
14395,"POLYGON ((250.125 55.625, 250.125 55.875, 249.875 55.875, 249.875 55.625, 250.125 55.625))"
14396,"POLYGON ((250.375 55.625, 250.375 55.875, 250.125 55.875, 250.125 55.625, 250.375 55.625))"
14397,"POLYGON ((250.625 55.625, 250.625 55.875, 250.375 55.875, 250.375 55.625, 250.625 55.625))"
14398,"POLYGON ((250.875 55.625, 250.875 55.875, 250.625 55.875, 250.625 55.625, 250.875 55.625))"
14399,"POLYGON ((251.125 55.625, 251.125 55.875, 250.875 55.875, 250.875 55.625, 251.125 55.625))"
14400,"POLYGON ((251.375 55.625, 251.375 55.875, 251.125 55.875, 251.125 55.625, 251.375 55.625))"
14401,"POLYGON ((251.625 55.625, 251.625 55.875, 251.375 55.875, 251.375 55.625, 251.625 55.625))"
14402,"POLYGON ((251.875 55.625, 251.875 55.875, 251.625 55.875, 251.625 55.625, 251.875 55.625))"
14403,"POLYGON ((252.125 55.625, 252.125 55.875, 251.875 55.875, 251.875 55.625, 252.125 55.625))"
14404,"POLYGON ((252.375 55.625, 252.375 55.875, 252.125 55.875, 252.125 55.625, 252.375 55.625))"
14405,"POLYGON ((252.625 55.625, 252.625 55.875, 252.375 55.875, 252.375 55.625, 252.625 55.625))"
14406,"POLYGON ((252.875 55.625, 252.875 55.875, 252.625 55.875, 252.625 55.625, 252.875 55.625))"
14407,"POLYGON ((253.125 55.625, 253.125 55.875, 252.875 55.875, 252.875 55.625, 253.125 55.625))"
14408,"POLYGON ((253.375 55.625, 253.375 55.875, 253.125 55.875, 253.125 55.625, 253.375 55.625))"
14409,"POLYGON ((253.625 55.625, 253.625 55.875, 253.375 55.875, 253.375 55.625, 253.625 55.625))"
14410,"POLYGON ((253.875 55.625, 253.875 55.875, 253.625 55.875, 253.625 55.625, 253.875 55.625))"
14411,"POLYGON ((254.125 55.625, 254.125 55.875, 253.875 55.875, 253.875 55.625, 254.125 55.625))"
14412,"POLYGON ((254.375 55.625, 254.375 55.875, 254.125 55.875, 254.125 55.625, 254.375 55.625))"
14413,"POLYGON ((254.625 55.625, 254.625 55.875, 254.375 55.875, 254.375 55.625, 254.625 55.625))"
14414,"POLYGON ((254.875 55.625, 254.875 55.875, 254.625 55.875, 254.625 55.625, 254.875 55.625))"
14415,"POLYGON ((255.125 55.625, 255.125 55.875, 254.875 55.875, 254.875 55.625, 255.125 55.625))"
14416,"POLYGON ((255.375 55.625, 255.375 55.875, 255.125 55.875, 255.125 55.625, 255.375 55.625))"
14417,"POLYGON ((255.625 55.625, 255.625 55.875, 255.375 55.875, 255.375 55.625, 255.625 55.625))"
14418,"POLYGON ((255.875 55.625, 255.875 55.875, 255.625 55.875, 255.625 55.625, 255.875 55.625))"
14419,"POLYGON ((256.125 55.625, 256.125 55.875, 255.875 55.875, 255.875 55.625, 256.125 55.625))"
14420,"POLYGON ((256.375 55.625, 256.375 55.875, 256.125 55.875, 256.125 55.625, 256.375 55.625))"
14421,"POLYGON ((256.625 55.625, 256.625 55.875, 256.375 55.875, 256.375 55.625, 256.625 55.625))"
14422,"POLYGON ((256.875 55.625, 256.875 55.875, 256.625 55.875, 256.625 55.625, 256.875 55.625))"
14423,"POLYGON ((257.125 55.625, 257.125 55.875, 256.875 55.875, 256.875 55.625, 257.125 55.625))"
14424,"POLYGON ((257.375 55.625, 257.375 55.875, 257.125 55.875, 257.125 55.625, 257.375 55.625))"
14425,"POLYGON ((257.625 55.625, 257.625 55.875, 257.375 55.875, 257.375 55.625, 257.625 55.625))"
14426,"POLYGON ((257.875 55.625, 257.875 55.875, 257.625 55.875, 257.625 55.625, 257.875 55.625))"
14427,"POLYGON ((258.125 55.625, 258.125 55.875, 257.875 55.875, 257.875 55.625, 258.125 55.625))"
14428,"POLYGON ((258.375 55.625, 258.375 55.875, 258.125 55.875, 258.125 55.625, 258.375 55.625))"
14429,"POLYGON ((258.625 55.625, 258.625 55.875, 258.375 55.875, 258.375 55.625, 258.625 55.625))"
14430,"POLYGON ((258.875 55.625, 258.875 55.875, 258.625 55.875, 258.625 55.625, 258.875 55.625))"
14431,"POLYGON ((259.125 55.625, 259.125 55.875, 258.875 55.875, 258.875 55.625, 259.125 55.625))"
14432,"POLYGON ((259.375 55.625, 259.375 55.875, 259.125 55.875, 259.125 55.625, 259.375 55.625))"
14433,"POLYGON ((259.625 55.625, 259.625 55.875, 259.375 55.875, 259.375 55.625, 259.625 55.625))"
14434,"POLYGON ((259.875 55.625, 259.875 55.875, 259.625 55.875, 259.625 55.625, 259.875 55.625))"
14435,"POLYGON ((260.125 55.625, 260.125 55.875, 259.875 55.875, 259.875 55.625, 260.125 55.625))"
14436,"POLYGON ((260.375 55.625, 260.375 55.875, 260.125 55.875, 260.125 55.625, 260.375 55.625))"
14437,"POLYGON ((260.625 55.625, 260.625 55.875, 260.375 55.875, 260.375 55.625, 260.625 55.625))"
14438,"POLYGON ((260.875 55.625, 260.875 55.875, 260.625 55.875, 260.625 55.625, 260.875 55.625))"
14439,"POLYGON ((261.125 55.625, 261.125 55.875, 260.875 55.875, 260.875 55.625, 261.125 55.625))"
14440,"POLYGON ((171.125 55.875, 171.125 56.125, 170.875 56.125, 170.875 55.875, 171.125 55.875))"
14441,"POLYGON ((171.375 55.875, 171.375 56.125, 171.125 56.125, 171.125 55.875, 171.375 55.875))"
14442,"POLYGON ((171.625 55.875, 171.625 56.125, 171.375 56.125, 171.375 55.875, 171.625 55.875))"
14443,"POLYGON ((171.875 55.875, 171.875 56.125, 171.625 56.125, 171.625 55.875, 171.875 55.875))"
14444,"POLYGON ((172.125 55.875, 172.125 56.125, 171.875 56.125, 171.875 55.875, 172.125 55.875))"
14445,"POLYGON ((172.375 55.875, 172.375 56.125, 172.125 56.125, 172.125 55.875, 172.375 55.875))"
14446,"POLYGON ((172.625 55.875, 172.625 56.125, 172.375 56.125, 172.375 55.875, 172.625 55.875))"
14447,"POLYGON ((172.875 55.875, 172.875 56.125, 172.625 56.125, 172.625 55.875, 172.875 55.875))"
14448,"POLYGON ((173.125 55.875, 173.125 56.125, 172.875 56.125, 172.875 55.875, 173.125 55.875))"
14449,"POLYGON ((173.375 55.875, 173.375 56.125, 173.125 56.125, 173.125 55.875, 173.375 55.875))"
14450,"POLYGON ((173.625 55.875, 173.625 56.125, 173.375 56.125, 173.375 55.875, 173.625 55.875))"
14451,"POLYGON ((173.875 55.875, 173.875 56.125, 173.625 56.125, 173.625 55.875, 173.875 55.875))"
14452,"POLYGON ((174.125 55.875, 174.125 56.125, 173.875 56.125, 173.875 55.875, 174.125 55.875))"
14453,"POLYGON ((174.375 55.875, 174.375 56.125, 174.125 56.125, 174.125 55.875, 174.375 55.875))"
14454,"POLYGON ((174.625 55.875, 174.625 56.125, 174.375 56.125, 174.375 55.875, 174.625 55.875))"
14455,"POLYGON ((174.875 55.875, 174.875 56.125, 174.625 56.125, 174.625 55.875, 174.875 55.875))"
14456,"POLYGON ((175.125 55.875, 175.125 56.125, 174.875 56.125, 174.875 55.875, 175.125 55.875))"
14457,"POLYGON ((175.375 55.875, 175.375 56.125, 175.125 56.125, 175.125 55.875, 175.375 55.875))"
14458,"POLYGON ((175.625 55.875, 175.625 56.125, 175.375 56.125, 175.375 55.875, 175.625 55.875))"
14459,"POLYGON ((175.875 55.875, 175.875 56.125, 175.625 56.125, 175.625 55.875, 175.875 55.875))"
14460,"POLYGON ((176.125 55.875, 176.125 56.125, 175.875 56.125, 175.875 55.875, 176.125 55.875))"
14461,"POLYGON ((176.375 55.875, 176.375 56.125, 176.125 56.125, 176.125 55.875, 176.375 55.875))"
14462,"POLYGON ((176.625 55.875, 176.625 56.125, 176.375 56.125, 176.375 55.875, 176.625 55.875))"
14463,"POLYGON ((176.875 55.875, 176.875 56.125, 176.625 56.125, 176.625 55.875, 176.875 55.875))"
14464,"POLYGON ((177.125 55.875, 177.125 56.125, 176.875 56.125, 176.875 55.875, 177.125 55.875))"
14465,"POLYGON ((177.375 55.875, 177.375 56.125, 177.125 56.125, 177.125 55.875, 177.375 55.875))"
14466,"POLYGON ((177.625 55.875, 177.625 56.125, 177.375 56.125, 177.375 55.875, 177.625 55.875))"
14467,"POLYGON ((177.875 55.875, 177.875 56.125, 177.625 56.125, 177.625 55.875, 177.875 55.875))"
14468,"POLYGON ((178.125 55.875, 178.125 56.125, 177.875 56.125, 177.875 55.875, 178.125 55.875))"
14469,"POLYGON ((178.375 55.875, 178.375 56.125, 178.125 56.125, 178.125 55.875, 178.375 55.875))"
14470,"POLYGON ((178.625 55.875, 178.625 56.125, 178.375 56.125, 178.375 55.875, 178.625 55.875))"
14471,"POLYGON ((178.875 55.875, 178.875 56.125, 178.625 56.125, 178.625 55.875, 178.875 55.875))"
14472,"POLYGON ((179.125 55.875, 179.125 56.125, 178.875 56.125, 178.875 55.875, 179.125 55.875))"
14473,"POLYGON ((179.375 55.875, 179.375 56.125, 179.125 56.125, 179.125 55.875, 179.375 55.875))"
14474,"POLYGON ((179.625 55.875, 179.625 56.125, 179.375 56.125, 179.375 55.875, 179.625 55.875))"
14475,"POLYGON ((179.875 55.875, 179.875 56.125, 179.625 56.125, 179.625 55.875, 179.875 55.875))"
14476,"POLYGON ((180.125 55.875, 180.125 56.125, 179.875 56.125, 179.875 55.875, 180.125 55.875))"
14477,"POLYGON ((180.375 55.875, 180.375 56.125, 180.125 56.125, 180.125 55.875, 180.375 55.875))"
14478,"POLYGON ((180.625 55.875, 180.625 56.125, 180.375 56.125, 180.375 55.875, 180.625 55.875))"
14479,"POLYGON ((180.875 55.875, 180.875 56.125, 180.625 56.125, 180.625 55.875, 180.875 55.875))"
14480,"POLYGON ((181.125 55.875, 181.125 56.125, 180.875 56.125, 180.875 55.875, 181.125 55.875))"
14481,"POLYGON ((181.375 55.875, 181.375 56.125, 181.125 56.125, 181.125 55.875, 181.375 55.875))"
14482,"POLYGON ((181.625 55.875, 181.625 56.125, 181.375 56.125, 181.375 55.875, 181.625 55.875))"
14483,"POLYGON ((181.875 55.875, 181.875 56.125, 181.625 56.125, 181.625 55.875, 181.875 55.875))"
14484,"POLYGON ((182.125 55.875, 182.125 56.125, 181.875 56.125, 181.875 55.875, 182.125 55.875))"
14485,"POLYGON ((182.375 55.875, 182.375 56.125, 182.125 56.125, 182.125 55.875, 182.375 55.875))"
14486,"POLYGON ((182.625 55.875, 182.625 56.125, 182.375 56.125, 182.375 55.875, 182.625 55.875))"
14487,"POLYGON ((182.875 55.875, 182.875 56.125, 182.625 56.125, 182.625 55.875, 182.875 55.875))"
14488,"POLYGON ((183.125 55.875, 183.125 56.125, 182.875 56.125, 182.875 55.875, 183.125 55.875))"
14489,"POLYGON ((183.375 55.875, 183.375 56.125, 183.125 56.125, 183.125 55.875, 183.375 55.875))"
14490,"POLYGON ((183.625 55.875, 183.625 56.125, 183.375 56.125, 183.375 55.875, 183.625 55.875))"
14491,"POLYGON ((183.875 55.875, 183.875 56.125, 183.625 56.125, 183.625 55.875, 183.875 55.875))"
14492,"POLYGON ((184.125 55.875, 184.125 56.125, 183.875 56.125, 183.875 55.875, 184.125 55.875))"
14493,"POLYGON ((184.375 55.875, 184.375 56.125, 184.125 56.125, 184.125 55.875, 184.375 55.875))"
14494,"POLYGON ((184.625 55.875, 184.625 56.125, 184.375 56.125, 184.375 55.875, 184.625 55.875))"
14495,"POLYGON ((184.875 55.875, 184.875 56.125, 184.625 56.125, 184.625 55.875, 184.875 55.875))"
14496,"POLYGON ((185.125 55.875, 185.125 56.125, 184.875 56.125, 184.875 55.875, 185.125 55.875))"
14497,"POLYGON ((185.375 55.875, 185.375 56.125, 185.125 56.125, 185.125 55.875, 185.375 55.875))"
14498,"POLYGON ((185.625 55.875, 185.625 56.125, 185.375 56.125, 185.375 55.875, 185.625 55.875))"
14499,"POLYGON ((185.875 55.875, 185.875 56.125, 185.625 56.125, 185.625 55.875, 185.875 55.875))"
14500,"POLYGON ((186.125 55.875, 186.125 56.125, 185.875 56.125, 185.875 55.875, 186.125 55.875))"
14501,"POLYGON ((186.375 55.875, 186.375 56.125, 186.125 56.125, 186.125 55.875, 186.375 55.875))"
14502,"POLYGON ((186.625 55.875, 186.625 56.125, 186.375 56.125, 186.375 55.875, 186.625 55.875))"
14503,"POLYGON ((186.875 55.875, 186.875 56.125, 186.625 56.125, 186.625 55.875, 186.875 55.875))"
14504,"POLYGON ((187.125 55.875, 187.125 56.125, 186.875 56.125, 186.875 55.875, 187.125 55.875))"
14505,"POLYGON ((187.375 55.875, 187.375 56.125, 187.125 56.125, 187.125 55.875, 187.375 55.875))"
14506,"POLYGON ((187.625 55.875, 187.625 56.125, 187.375 56.125, 187.375 55.875, 187.625 55.875))"
14507,"POLYGON ((187.875 55.875, 187.875 56.125, 187.625 56.125, 187.625 55.875, 187.875 55.875))"
14508,"POLYGON ((188.125 55.875, 188.125 56.125, 187.875 56.125, 187.875 55.875, 188.125 55.875))"
14509,"POLYGON ((188.375 55.875, 188.375 56.125, 188.125 56.125, 188.125 55.875, 188.375 55.875))"
14510,"POLYGON ((188.625 55.875, 188.625 56.125, 188.375 56.125, 188.375 55.875, 188.625 55.875))"
14511,"POLYGON ((188.875 55.875, 188.875 56.125, 188.625 56.125, 188.625 55.875, 188.875 55.875))"
14512,"POLYGON ((189.125 55.875, 189.125 56.125, 188.875 56.125, 188.875 55.875, 189.125 55.875))"
14513,"POLYGON ((189.375 55.875, 189.375 56.125, 189.125 56.125, 189.125 55.875, 189.375 55.875))"
14514,"POLYGON ((189.625 55.875, 189.625 56.125, 189.375 56.125, 189.375 55.875, 189.625 55.875))"
14515,"POLYGON ((189.875 55.875, 189.875 56.125, 189.625 56.125, 189.625 55.875, 189.875 55.875))"
14516,"POLYGON ((190.125 55.875, 190.125 56.125, 189.875 56.125, 189.875 55.875, 190.125 55.875))"
14517,"POLYGON ((190.375 55.875, 190.375 56.125, 190.125 56.125, 190.125 55.875, 190.375 55.875))"
14518,"POLYGON ((190.625 55.875, 190.625 56.125, 190.375 56.125, 190.375 55.875, 190.625 55.875))"
14519,"POLYGON ((190.875 55.875, 190.875 56.125, 190.625 56.125, 190.625 55.875, 190.875 55.875))"
14520,"POLYGON ((191.125 55.875, 191.125 56.125, 190.875 56.125, 190.875 55.875, 191.125 55.875))"
14521,"POLYGON ((191.375 55.875, 191.375 56.125, 191.125 56.125, 191.125 55.875, 191.375 55.875))"
14522,"POLYGON ((191.625 55.875, 191.625 56.125, 191.375 56.125, 191.375 55.875, 191.625 55.875))"
14523,"POLYGON ((191.875 55.875, 191.875 56.125, 191.625 56.125, 191.625 55.875, 191.875 55.875))"
14524,"POLYGON ((192.125 55.875, 192.125 56.125, 191.875 56.125, 191.875 55.875, 192.125 55.875))"
14525,"POLYGON ((192.375 55.875, 192.375 56.125, 192.125 56.125, 192.125 55.875, 192.375 55.875))"
14526,"POLYGON ((192.625 55.875, 192.625 56.125, 192.375 56.125, 192.375 55.875, 192.625 55.875))"
14527,"POLYGON ((192.875 55.875, 192.875 56.125, 192.625 56.125, 192.625 55.875, 192.875 55.875))"
14528,"POLYGON ((193.125 55.875, 193.125 56.125, 192.875 56.125, 192.875 55.875, 193.125 55.875))"
14529,"POLYGON ((193.375 55.875, 193.375 56.125, 193.125 56.125, 193.125 55.875, 193.375 55.875))"
14530,"POLYGON ((193.625 55.875, 193.625 56.125, 193.375 56.125, 193.375 55.875, 193.625 55.875))"
14531,"POLYGON ((193.875 55.875, 193.875 56.125, 193.625 56.125, 193.625 55.875, 193.875 55.875))"
14532,"POLYGON ((194.125 55.875, 194.125 56.125, 193.875 56.125, 193.875 55.875, 194.125 55.875))"
14533,"POLYGON ((194.375 55.875, 194.375 56.125, 194.125 56.125, 194.125 55.875, 194.375 55.875))"
14534,"POLYGON ((194.625 55.875, 194.625 56.125, 194.375 56.125, 194.375 55.875, 194.625 55.875))"
14535,"POLYGON ((194.875 55.875, 194.875 56.125, 194.625 56.125, 194.625 55.875, 194.875 55.875))"
14536,"POLYGON ((195.125 55.875, 195.125 56.125, 194.875 56.125, 194.875 55.875, 195.125 55.875))"
14537,"POLYGON ((195.375 55.875, 195.375 56.125, 195.125 56.125, 195.125 55.875, 195.375 55.875))"
14538,"POLYGON ((195.625 55.875, 195.625 56.125, 195.375 56.125, 195.375 55.875, 195.625 55.875))"
14539,"POLYGON ((195.875 55.875, 195.875 56.125, 195.625 56.125, 195.625 55.875, 195.875 55.875))"
14540,"POLYGON ((196.125 55.875, 196.125 56.125, 195.875 56.125, 195.875 55.875, 196.125 55.875))"
14541,"POLYGON ((196.375 55.875, 196.375 56.125, 196.125 56.125, 196.125 55.875, 196.375 55.875))"
14542,"POLYGON ((196.625 55.875, 196.625 56.125, 196.375 56.125, 196.375 55.875, 196.625 55.875))"
14543,"POLYGON ((196.875 55.875, 196.875 56.125, 196.625 56.125, 196.625 55.875, 196.875 55.875))"
14544,"POLYGON ((197.125 55.875, 197.125 56.125, 196.875 56.125, 196.875 55.875, 197.125 55.875))"
14545,"POLYGON ((197.375 55.875, 197.375 56.125, 197.125 56.125, 197.125 55.875, 197.375 55.875))"
14546,"POLYGON ((197.625 55.875, 197.625 56.125, 197.375 56.125, 197.375 55.875, 197.625 55.875))"
14547,"POLYGON ((197.875 55.875, 197.875 56.125, 197.625 56.125, 197.625 55.875, 197.875 55.875))"
14548,"POLYGON ((198.125 55.875, 198.125 56.125, 197.875 56.125, 197.875 55.875, 198.125 55.875))"
14549,"POLYGON ((198.375 55.875, 198.375 56.125, 198.125 56.125, 198.125 55.875, 198.375 55.875))"
14550,"POLYGON ((198.625 55.875, 198.625 56.125, 198.375 56.125, 198.375 55.875, 198.625 55.875))"
14551,"POLYGON ((198.875 55.875, 198.875 56.125, 198.625 56.125, 198.625 55.875, 198.875 55.875))"
14552,"POLYGON ((199.125 55.875, 199.125 56.125, 198.875 56.125, 198.875 55.875, 199.125 55.875))"
14553,"POLYGON ((199.375 55.875, 199.375 56.125, 199.125 56.125, 199.125 55.875, 199.375 55.875))"
14554,"POLYGON ((199.625 55.875, 199.625 56.125, 199.375 56.125, 199.375 55.875, 199.625 55.875))"
14555,"POLYGON ((199.875 55.875, 199.875 56.125, 199.625 56.125, 199.625 55.875, 199.875 55.875))"
14556,"POLYGON ((200.125 55.875, 200.125 56.125, 199.875 56.125, 199.875 55.875, 200.125 55.875))"
14557,"POLYGON ((200.375 55.875, 200.375 56.125, 200.125 56.125, 200.125 55.875, 200.375 55.875))"
14558,"POLYGON ((200.625 55.875, 200.625 56.125, 200.375 56.125, 200.375 55.875, 200.625 55.875))"
14559,"POLYGON ((200.875 55.875, 200.875 56.125, 200.625 56.125, 200.625 55.875, 200.875 55.875))"
14560,"POLYGON ((201.125 55.875, 201.125 56.125, 200.875 56.125, 200.875 55.875, 201.125 55.875))"
14561,"POLYGON ((201.375 55.875, 201.375 56.125, 201.125 56.125, 201.125 55.875, 201.375 55.875))"
14562,"POLYGON ((201.625 55.875, 201.625 56.125, 201.375 56.125, 201.375 55.875, 201.625 55.875))"
14563,"POLYGON ((201.875 55.875, 201.875 56.125, 201.625 56.125, 201.625 55.875, 201.875 55.875))"
14564,"POLYGON ((202.125 55.875, 202.125 56.125, 201.875 56.125, 201.875 55.875, 202.125 55.875))"
14565,"POLYGON ((202.375 55.875, 202.375 56.125, 202.125 56.125, 202.125 55.875, 202.375 55.875))"
14566,"POLYGON ((202.625 55.875, 202.625 56.125, 202.375 56.125, 202.375 55.875, 202.625 55.875))"
14567,"POLYGON ((202.875 55.875, 202.875 56.125, 202.625 56.125, 202.625 55.875, 202.875 55.875))"
14568,"POLYGON ((203.125 55.875, 203.125 56.125, 202.875 56.125, 202.875 55.875, 203.125 55.875))"
14569,"POLYGON ((203.375 55.875, 203.375 56.125, 203.125 56.125, 203.125 55.875, 203.375 55.875))"
14570,"POLYGON ((203.625 55.875, 203.625 56.125, 203.375 56.125, 203.375 55.875, 203.625 55.875))"
14571,"POLYGON ((203.875 55.875, 203.875 56.125, 203.625 56.125, 203.625 55.875, 203.875 55.875))"
14572,"POLYGON ((204.125 55.875, 204.125 56.125, 203.875 56.125, 203.875 55.875, 204.125 55.875))"
14573,"POLYGON ((204.375 55.875, 204.375 56.125, 204.125 56.125, 204.125 55.875, 204.375 55.875))"
14574,"POLYGON ((204.625 55.875, 204.625 56.125, 204.375 56.125, 204.375 55.875, 204.625 55.875))"
14575,"POLYGON ((204.875 55.875, 204.875 56.125, 204.625 56.125, 204.625 55.875, 204.875 55.875))"
14576,"POLYGON ((205.125 55.875, 205.125 56.125, 204.875 56.125, 204.875 55.875, 205.125 55.875))"
14577,"POLYGON ((205.375 55.875, 205.375 56.125, 205.125 56.125, 205.125 55.875, 205.375 55.875))"
14578,"POLYGON ((205.625 55.875, 205.625 56.125, 205.375 56.125, 205.375 55.875, 205.625 55.875))"
14579,"POLYGON ((205.875 55.875, 205.875 56.125, 205.625 56.125, 205.625 55.875, 205.875 55.875))"
14580,"POLYGON ((206.125 55.875, 206.125 56.125, 205.875 56.125, 205.875 55.875, 206.125 55.875))"
14581,"POLYGON ((206.375 55.875, 206.375 56.125, 206.125 56.125, 206.125 55.875, 206.375 55.875))"
14582,"POLYGON ((206.625 55.875, 206.625 56.125, 206.375 56.125, 206.375 55.875, 206.625 55.875))"
14583,"POLYGON ((206.875 55.875, 206.875 56.125, 206.625 56.125, 206.625 55.875, 206.875 55.875))"
14584,"POLYGON ((207.125 55.875, 207.125 56.125, 206.875 56.125, 206.875 55.875, 207.125 55.875))"
14585,"POLYGON ((207.375 55.875, 207.375 56.125, 207.125 56.125, 207.125 55.875, 207.375 55.875))"
14586,"POLYGON ((207.625 55.875, 207.625 56.125, 207.375 56.125, 207.375 55.875, 207.625 55.875))"
14587,"POLYGON ((207.875 55.875, 207.875 56.125, 207.625 56.125, 207.625 55.875, 207.875 55.875))"
14588,"POLYGON ((208.125 55.875, 208.125 56.125, 207.875 56.125, 207.875 55.875, 208.125 55.875))"
14589,"POLYGON ((208.375 55.875, 208.375 56.125, 208.125 56.125, 208.125 55.875, 208.375 55.875))"
14590,"POLYGON ((208.625 55.875, 208.625 56.125, 208.375 56.125, 208.375 55.875, 208.625 55.875))"
14591,"POLYGON ((208.875 55.875, 208.875 56.125, 208.625 56.125, 208.625 55.875, 208.875 55.875))"
14592,"POLYGON ((209.125 55.875, 209.125 56.125, 208.875 56.125, 208.875 55.875, 209.125 55.875))"
14593,"POLYGON ((209.375 55.875, 209.375 56.125, 209.125 56.125, 209.125 55.875, 209.375 55.875))"
14594,"POLYGON ((209.625 55.875, 209.625 56.125, 209.375 56.125, 209.375 55.875, 209.625 55.875))"
14595,"POLYGON ((209.875 55.875, 209.875 56.125, 209.625 56.125, 209.625 55.875, 209.875 55.875))"
14596,"POLYGON ((210.125 55.875, 210.125 56.125, 209.875 56.125, 209.875 55.875, 210.125 55.875))"
14597,"POLYGON ((210.375 55.875, 210.375 56.125, 210.125 56.125, 210.125 55.875, 210.375 55.875))"
14598,"POLYGON ((210.625 55.875, 210.625 56.125, 210.375 56.125, 210.375 55.875, 210.625 55.875))"
14599,"POLYGON ((210.875 55.875, 210.875 56.125, 210.625 56.125, 210.625 55.875, 210.875 55.875))"
14600,"POLYGON ((211.125 55.875, 211.125 56.125, 210.875 56.125, 210.875 55.875, 211.125 55.875))"
14601,"POLYGON ((211.375 55.875, 211.375 56.125, 211.125 56.125, 211.125 55.875, 211.375 55.875))"
14602,"POLYGON ((211.625 55.875, 211.625 56.125, 211.375 56.125, 211.375 55.875, 211.625 55.875))"
14603,"POLYGON ((211.875 55.875, 211.875 56.125, 211.625 56.125, 211.625 55.875, 211.875 55.875))"
14604,"POLYGON ((212.125 55.875, 212.125 56.125, 211.875 56.125, 211.875 55.875, 212.125 55.875))"
14605,"POLYGON ((212.375 55.875, 212.375 56.125, 212.125 56.125, 212.125 55.875, 212.375 55.875))"
14606,"POLYGON ((212.625 55.875, 212.625 56.125, 212.375 56.125, 212.375 55.875, 212.625 55.875))"
14607,"POLYGON ((212.875 55.875, 212.875 56.125, 212.625 56.125, 212.625 55.875, 212.875 55.875))"
14608,"POLYGON ((213.125 55.875, 213.125 56.125, 212.875 56.125, 212.875 55.875, 213.125 55.875))"
14609,"POLYGON ((213.375 55.875, 213.375 56.125, 213.125 56.125, 213.125 55.875, 213.375 55.875))"
14610,"POLYGON ((213.625 55.875, 213.625 56.125, 213.375 56.125, 213.375 55.875, 213.625 55.875))"
14611,"POLYGON ((213.875 55.875, 213.875 56.125, 213.625 56.125, 213.625 55.875, 213.875 55.875))"
14612,"POLYGON ((214.125 55.875, 214.125 56.125, 213.875 56.125, 213.875 55.875, 214.125 55.875))"
14613,"POLYGON ((214.375 55.875, 214.375 56.125, 214.125 56.125, 214.125 55.875, 214.375 55.875))"
14614,"POLYGON ((214.625 55.875, 214.625 56.125, 214.375 56.125, 214.375 55.875, 214.625 55.875))"
14615,"POLYGON ((214.875 55.875, 214.875 56.125, 214.625 56.125, 214.625 55.875, 214.875 55.875))"
14616,"POLYGON ((215.125 55.875, 215.125 56.125, 214.875 56.125, 214.875 55.875, 215.125 55.875))"
14617,"POLYGON ((215.375 55.875, 215.375 56.125, 215.125 56.125, 215.125 55.875, 215.375 55.875))"
14618,"POLYGON ((215.625 55.875, 215.625 56.125, 215.375 56.125, 215.375 55.875, 215.625 55.875))"
14619,"POLYGON ((215.875 55.875, 215.875 56.125, 215.625 56.125, 215.625 55.875, 215.875 55.875))"
14620,"POLYGON ((216.125 55.875, 216.125 56.125, 215.875 56.125, 215.875 55.875, 216.125 55.875))"
14621,"POLYGON ((216.375 55.875, 216.375 56.125, 216.125 56.125, 216.125 55.875, 216.375 55.875))"
